Horizon started successfully.
[2021-03-24 08:55:10][21710] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:10][21711] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:10][21711] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:10][21712] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:12][21712] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:12][21714] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:14][21714] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:14][21715] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:14][21715] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:14][21716] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:18][21716] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:18][21717] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:18][21717] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:18][21718] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:21][21718] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:21][21719] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:21][21719] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:21][21720] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:24][21720] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:24][21721] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:24][21721] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:24][21722] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:26][21722] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:26][21723] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:26][21723] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:26][21724] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:28][21724] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:28][21725] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:28][21725] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:28][21726] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:31][21726] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:31][21727] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:31][21727] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:31][21728] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:34][21728] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:34][21729] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:34][21729] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:34][21730] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:37][21730] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:37][21731] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:37][21731] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:37][21732] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:39][21732] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:39][21733] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:39][21733] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:39][21734] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:42][21734] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:42][21735] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:42][21735] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:42][21736] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:45][21736] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:45][21737] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:45][21737] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:45][21738] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:49][21738] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:49][21739] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:49][21739] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:49][21740] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:51][21742] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:51][21740] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:51][21741] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:51][21741] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:54][21742] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:54][21743] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:54][21743] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:54][21744] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:55][21744] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:55][21745] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:55][21745] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:55][21746] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:57][21746] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:55:58][21747] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:58][21747] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:55:58][21748] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:00][21748] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:00][21749] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:00][21749] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:00][21750] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:03][21750] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:12][21757] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:12][21757] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:13][21758] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:15][21758] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:15][21759] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:15][21759] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:15][21760] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:18][21760] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:18][21761] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:18][21761] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:18][21762] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:23][21762] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:23][21764] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:23][21763] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:23][21763] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:29][21764] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:29][21765] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:29][21765] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:29][21766] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:32][21766] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:32][21767] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:32][21767] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:32][21768] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:34][21768] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:34][21769] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:34][21769] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:34][21770] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:36][21770] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:36][21771] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:36][21771] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:36][21772] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:40][21774] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:40][21772] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:40][21773] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:40][21773] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:44][21774] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:44][21775] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:44][21775] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:44][21776] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:48][21776] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:48][21777] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:48][21777] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:48][21778] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:50][21778] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:50][21779] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:50][21779] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:50][21780] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:53][21780] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:53][21781] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:54][21781] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:54][21782] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:58][21782] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:58][21783] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:58][21783] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:58][21784] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:58][21784] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:56:58][21785] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:56:58][21785] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:06][21790] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:08][21790] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:08][21791] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:08][21791] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:08][21792] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:10][21792] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:10][21793] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:10][21793] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:10][21794] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:12][21794] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:12][21795] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:12][21795] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:12][21796] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:13][21796] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:13][21797] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:13][21797] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:13][21798] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:14][21798] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:14][21799] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:14][21799] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:14][21800] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:16][21800] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:16][21801] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:16][21801] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:16][21802] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:18][21802] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:18][21803] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:18][21803] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:18][21804] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:20][21804] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:20][21806] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:20][21805] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:20][21805] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:23][21806] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:23][21807] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:23][21807] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:23][21808] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:24][21808] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:24][21809] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:24][21809] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:24][21810] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:27][21810] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:27][21811] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:27][21811] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:27][21812] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:29][21812] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:29][21814] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:29][21813] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:29][21813] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:32][21814] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:32][21815] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:32][21815] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:52][21828] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:53][21828] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:53][21829] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:53][21829] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:53][21830] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:57][21830] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:57:57][21831] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:57][21831] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:59][21833] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:59][21833] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:57:59][21834] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:04][21834] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:04][21835] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:04][21835] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:04][21836] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:07][21836] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:07][21838] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:07][21837] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:07][21837] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:10][21838] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:10][21839] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:10][21839] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:16][21843] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:16][21843] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:19][21846] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:24][21846] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:24][21847] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:24][21847] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:24][21848] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:28][21849] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:28][21849] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:28][21850] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:28][21848] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:30][21850] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:58:50][21863] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:58:50][21863] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:04][21872] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:09][21872] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:09][21873] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:09][21873] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:09][21874] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:11][21874] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:11][21875] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:11][21875] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:11][21876] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:13][21876] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:13][21877] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:13][21877] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:13][21878] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:18][21878] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:18][21880] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:18][21879] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:18][21879] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:20][21880] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:20][21882] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:20][21881] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:20][21881] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:22][21882] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:22][21883] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:22][21883] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:22][21884] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:24][21884] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:24][21885] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:24][21885] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:24][21886] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:26][21886] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:26][21887] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:26][21887] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:26][21888] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:29][21888] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:29][21889] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:29][21889] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:29][21890] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:30][21890] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:30][21891] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:30][21891] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:30][21892] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:34][21892] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:34][21893] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:34][21893] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:34][21894] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:37][21894] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:37][21895] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:37][21895] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:37][21896] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:41][21896] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:41][21897] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:41][21897] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:41][21898] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:44][21898] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:44][21899] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:44][21899] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:44][21900] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:47][21900] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:47][21901] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:47][21901] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:47][21902] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:49][21902] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:49][21903] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:49][21903] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:49][21904] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:52][21904] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:52][21905] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:52][21905] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:52][21906] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:55][21906] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:55][21907] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:55][21907] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:55][21908] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:57][21908] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:57][21909] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:57][21909] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:57][21910] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:59][21910] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:59:59][21911] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:59:59][21911] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:17][21930] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:19][21930] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:19][21931] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:19][21931] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:19][21932] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:21][21932] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:21][21933] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:21][21933] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:21][21934] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:22][21935] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:22][21935] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:22][21941] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:22][21938] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:23][21948] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:23][21949] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:23][21949] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:23][21956] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:23][21955] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:23][21954] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:23][21957] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:23][21947] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:23][21947] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:23][21959] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:23][21951] Processing: App\Jobs\SwSyncSourceImageJob
